[2025-03-29 15:23:06,632] 1025 httpx - INFO - HTTP Request: POST https://api.ai21.com/studio/v1/chat/completions "HTTP/1.1 200 OK"
[2025-03-29 15:24:32,101] 402 PyPDF2._reader - WARNING - Object 93 0 found
[2025-03-29 15:24:32,119] 402 PyPDF2._reader - WARNING - Object 103 0 found
[2025-03-29 15:24:32,135] 402 PyPDF2._reader - WARNING - Object 106 0 found
[2025-03-29 15:24:32,148] 402 PyPDF2._reader - WARNING - Object 109 0 found
[2025-03-29 15:24:32,169] 402 PyPDF2._reader - WARNING - Object 112 0 found
[2025-03-29 15:24:32,189] 402 PyPDF2._reader - WARNING - Object 115 0 found
[2025-03-29 15:24:32,208] 402 PyPDF2._reader - WARNING - Object 118 0 found
[2025-03-29 15:24:32,224] 402 PyPDF2._reader - WARNING - Object 121 0 found
[2025-03-29 15:24:32,240] 402 PyPDF2._reader - WARNING - Object 139 0 found
[2025-03-29 15:24:32,264] 402 PyPDF2._reader - WARNING - Object 143 0 found
[2025-03-29 15:24:32,283] 402 PyPDF2._reader - WARNING - Object 146 0 found
[2025-03-29 15:24:32,301] 402 PyPDF2._reader - WARNING - Object 149 0 found
[2025-03-29 15:24:32,321] 402 PyPDF2._reader - WARNING - Object 152 0 found
[2025-03-29 15:24:32,338] 402 PyPDF2._reader - WARNING - Object 155 0 found
[2025-03-29 15:24:32,361] 402 PyPDF2._reader - WARNING - Object 158 0 found
[2025-03-29 15:24:32,383] 402 PyPDF2._reader - WARNING - Object 161 0 found
[2025-03-29 15:24:32,403] 402 PyPDF2._reader - WARNING - Object 164 0 found
[2025-03-29 15:24:32,423] 402 PyPDF2._reader - WARNING - Object 167 0 found
[2025-03-29 15:24:32,443] 402 PyPDF2._reader - WARNING - Object 170 0 found
[2025-03-29 15:24:32,464] 402 PyPDF2._reader - WARNING - Object 173 0 found
[2025-03-29 15:24:32,485] 402 PyPDF2._reader - WARNING - Object 176 0 found
[2025-03-29 15:24:32,504] 402 PyPDF2._reader - WARNING - Object 179 0 found
[2025-03-29 15:24:32,529] 402 PyPDF2._reader - WARNING - Object 182 0 found
[2025-03-29 15:24:32,551] 402 PyPDF2._reader - WARNING - Object 185 0 found
[2025-03-29 15:24:32,573] 402 PyPDF2._reader - WARNING - Object 188 0 found
[2025-03-29 15:24:32,597] 402 PyPDF2._reader - WARNING - Object 191 0 found
[2025-03-29 15:24:32,618] 402 PyPDF2._reader - WARNING - Object 195 0 found
[2025-03-29 15:24:32,645] 402 PyPDF2._reader - WARNING - Object 198 0 found
[2025-03-29 15:24:32,673] 402 PyPDF2._reader - WARNING - Object 201 0 found
[2025-03-29 15:24:32,701] 402 PyPDF2._reader - WARNING - Object 205 0 found
[2025-03-29 15:24:32,730] 402 PyPDF2._reader - WARNING - Object 208 0 found
[2025-03-29 15:24:32,755] 402 PyPDF2._reader - WARNING - Object 211 0 found
[2025-03-29 15:24:32,779] 402 PyPDF2._reader - WARNING - Object 215 0 found
[2025-03-29 15:24:32,809] 402 PyPDF2._reader - WARNING - Object 218 0 found
[2025-03-29 15:24:32,834] 402 PyPDF2._reader - WARNING - Object 221 0 found
[2025-03-29 15:24:32,881] 402 PyPDF2._reader - WARNING - Object 224 0 found
[2025-03-29 15:24:32,907] 402 PyPDF2._reader - WARNING - Object 227 0 found
[2025-03-29 15:24:32,935] 402 PyPDF2._reader - WARNING - Object 230 0 found
[2025-03-29 15:24:32,961] 402 PyPDF2._reader - WARNING - Object 233 0 found
[2025-03-29 15:24:33,004] 402 PyPDF2._reader - WARNING - Object 236 0 found
[2025-03-29 15:24:33,050] 402 PyPDF2._reader - WARNING - Object 239 0 found
[2025-03-29 15:24:33,104] 402 PyPDF2._reader - WARNING - Object 243 0 found
[2025-03-29 15:24:33,155] 402 PyPDF2._reader - WARNING - Object 246 0 found
[2025-03-29 15:24:33,209] 402 PyPDF2._reader - WARNING - Object 250 0 found
[2025-03-29 15:24:33,263] 402 PyPDF2._reader - WARNING - Object 253 0 found
[2025-03-29 15:24:33,313] 402 PyPDF2._reader - WARNING - Object 256 0 found
[2025-03-29 15:24:33,369] 402 PyPDF2._reader - WARNING - Object 259 0 found
[2025-03-29 15:24:33,433] 402 PyPDF2._reader - WARNING - Object 262 0 found
[2025-03-29 15:24:33,496] 402 PyPDF2._reader - WARNING - Object 265 0 found
[2025-03-29 15:24:33,555] 402 PyPDF2._reader - WARNING - Object 268 0 found
[2025-03-29 15:24:33,579] 402 PyPDF2._reader - WARNING - Object 271 0 found
[2025-03-29 15:24:33,597] 402 PyPDF2._reader - WARNING - Object 274 0 found
[2025-03-29 15:24:33,614] 402 PyPDF2._reader - WARNING - Object 277 0 found
[2025-03-29 15:24:33,632] 402 PyPDF2._reader - WARNING - Object 280 0 found
[2025-03-29 15:24:33,662] 402 PyPDF2._reader - WARNING - Object 283 0 found
[2025-03-29 15:24:33,695] 402 PyPDF2._reader - WARNING - Object 286 0 found
[2025-03-29 15:24:33,737] 402 PyPDF2._reader - WARNING - Object 289 0 found
[2025-03-29 15:24:33,798] 402 PyPDF2._reader - WARNING - Object 292 0 found
[2025-03-29 15:24:33,866] 402 PyPDF2._reader - WARNING - Object 298 0 found
[2025-03-29 15:24:33,932] 402 PyPDF2._reader - WARNING - Object 301 0 found
[2025-03-29 15:24:33,989] 402 PyPDF2._reader - WARNING - Object 307 0 found
[2025-03-29 15:24:34,065] 402 PyPDF2._reader - WARNING - Object 313 0 found
[2025-03-29 15:24:34,090] 402 PyPDF2._reader - WARNING - Object 316 0 found
[2025-03-29 15:24:34,124] 402 PyPDF2._reader - WARNING - Object 319 0 found
[2025-03-29 15:24:34,145] 402 PyPDF2._reader - WARNING - Object 322 0 found
[2025-03-29 15:24:34,165] 402 PyPDF2._reader - WARNING - Object 325 0 found
[2025-03-29 15:24:34,197] 402 PyPDF2._reader - WARNING - Object 328 0 found
[2025-03-29 15:24:34,235] 402 PyPDF2._reader - WARNING - Object 331 0 found
[2025-03-29 15:24:34,282] 402 PyPDF2._reader - WARNING - Object 340 0 found
[2025-03-29 15:24:34,355] 402 PyPDF2._reader - WARNING - Object 346 0 found
[2025-03-29 15:24:34,381] 402 PyPDF2._reader - WARNING - Object 349 0 found
[2025-03-29 15:24:34,404] 402 PyPDF2._reader - WARNING - Object 352 0 found
[2025-03-29 15:24:34,444] 402 PyPDF2._reader - WARNING - Object 355 0 found
[2025-03-29 15:24:34,470] 402 PyPDF2._reader - WARNING - Object 358 0 found
[2025-03-29 15:24:34,491] 402 PyPDF2._reader - WARNING - Object 361 0 found
[2025-03-29 15:24:34,523] 402 PyPDF2._reader - WARNING - Object 364 0 found
[2025-03-29 15:24:34,570] 402 PyPDF2._reader - WARNING - Object 367 0 found
[2025-03-29 15:24:34,591] 402 PyPDF2._reader - WARNING - Object 370 0 found
[2025-03-29 15:24:34,623] 402 PyPDF2._reader - WARNING - Object 373 0 found
[2025-03-29 15:24:34,681] 402 PyPDF2._reader - WARNING - Object 376 0 found
[2025-03-29 15:24:34,739] 402 PyPDF2._reader - WARNING - Object 379 0 found
[2025-03-29 15:24:34,806] 402 PyPDF2._reader - WARNING - Object 382 0 found
[2025-03-29 15:24:34,872] 402 PyPDF2._reader - WARNING - Object 385 0 found
[2025-03-29 15:24:34,939] 402 PyPDF2._reader - WARNING - Object 388 0 found
[2025-03-29 15:24:35,000] 402 PyPDF2._reader - WARNING - Object 391 0 found
[2025-03-29 15:24:35,069] 402 PyPDF2._reader - WARNING - Object 395 0 found
[2025-03-29 15:24:35,135] 402 PyPDF2._reader - WARNING - Object 398 0 found
[2025-03-29 15:24:35,207] 402 PyPDF2._reader - WARNING - Object 401 0 found
[2025-03-29 15:24:35,279] 402 PyPDF2._reader - WARNING - Object 405 0 found
[2025-03-29 15:24:35,344] 402 PyPDF2._reader - WARNING - Object 408 0 found
[2025-03-29 15:24:35,416] 402 PyPDF2._reader - WARNING - Object 411 0 found
[2025-03-29 15:24:35,485] 402 PyPDF2._reader - WARNING - Object 414 0 found
[2025-03-29 15:24:35,554] 402 PyPDF2._reader - WARNING - Object 417 0 found
[2025-03-29 15:24:35,619] 402 PyPDF2._reader - WARNING - Object 420 0 found
[2025-03-29 15:24:35,691] 402 PyPDF2._reader - WARNING - Object 423 0 found
[2025-03-29 15:24:35,761] 402 PyPDF2._reader - WARNING - Object 426 0 found
[2025-03-29 15:24:35,839] 402 PyPDF2._reader - WARNING - Object 429 0 found
[2025-03-29 15:24:35,909] 402 PyPDF2._reader - WARNING - Object 432 0 found
[2025-03-29 15:24:35,949] 402 PyPDF2._reader - WARNING - Object 436 0 found
[2025-03-29 15:24:35,972] 402 PyPDF2._reader - WARNING - Object 439 0 found
[2025-03-29 15:24:35,995] 402 PyPDF2._reader - WARNING - Object 442 0 found
[2025-03-29 15:24:36,027] 402 PyPDF2._reader - WARNING - Object 445 0 found
[2025-03-29 15:24:36,064] 402 PyPDF2._reader - WARNING - Object 448 0 found
[2025-03-29 15:24:36,103] 402 PyPDF2._reader - WARNING - Object 451 0 found
[2025-03-29 15:24:36,147] 402 PyPDF2._reader - WARNING - Object 454 0 found
[2025-03-29 15:24:36,189] 402 PyPDF2._reader - WARNING - Object 463 0 found
[2025-03-29 15:24:36,239] 402 PyPDF2._reader - WARNING - Object 466 0 found
[2025-03-29 15:24:36,289] 402 PyPDF2._reader - WARNING - Object 469 0 found
[2025-03-29 15:24:36,334] 402 PyPDF2._reader - WARNING - Object 472 0 found
[2025-03-29 15:24:36,382] 402 PyPDF2._reader - WARNING - Object 475 0 found
[2025-03-29 15:24:36,429] 402 PyPDF2._reader - WARNING - Object 478 0 found
[2025-03-29 15:24:36,474] 402 PyPDF2._reader - WARNING - Object 484 0 found
[2025-03-29 15:24:36,521] 402 PyPDF2._reader - WARNING - Object 487 0 found
[2025-03-29 15:24:36,569] 402 PyPDF2._reader - WARNING - Object 490 0 found
[2025-03-29 15:24:36,615] 402 PyPDF2._reader - WARNING - Object 493 0 found
[2025-03-29 15:24:36,665] 402 PyPDF2._reader - WARNING - Object 496 0 found
[2025-03-29 15:24:36,711] 402 PyPDF2._reader - WARNING - Object 499 0 found
[2025-03-29 15:24:36,761] 402 PyPDF2._reader - WARNING - Object 502 0 found
[2025-03-29 15:24:36,804] 402 PyPDF2._reader - WARNING - Object 505 0 found
[2025-03-29 15:24:36,856] 402 PyPDF2._reader - WARNING - Object 508 0 found
[2025-03-29 15:24:36,904] 402 PyPDF2._reader - WARNING - Object 511 0 found
[2025-03-29 15:24:36,954] 402 PyPDF2._reader - WARNING - Object 514 0 found
[2025-03-29 15:24:37,004] 402 PyPDF2._reader - WARNING - Object 517 0 found
[2025-03-29 15:24:37,053] 402 PyPDF2._reader - WARNING - Object 520 0 found
[2025-03-29 15:24:37,099] 402 PyPDF2._reader - WARNING - Object 523 0 found
[2025-03-29 15:24:37,154] 402 PyPDF2._reader - WARNING - Object 526 0 found
[2025-03-29 15:24:37,204] 402 PyPDF2._reader - WARNING - Object 529 0 found
[2025-03-29 15:24:37,257] 402 PyPDF2._reader - WARNING - Object 532 0 found
[2025-03-29 15:24:37,304] 402 PyPDF2._reader - WARNING - Object 535 0 found
[2025-03-29 15:24:37,353] 402 PyPDF2._reader - WARNING - Object 538 0 found
[2025-03-29 15:24:37,408] 402 PyPDF2._reader - WARNING - Object 541 0 found
[2025-03-29 15:24:37,462] 402 PyPDF2._reader - WARNING - Object 544 0 found
[2025-03-29 15:24:37,515] 402 PyPDF2._reader - WARNING - Object 547 0 found
[2025-03-29 15:24:37,566] 402 PyPDF2._reader - WARNING - Object 550 0 found
[2025-03-29 15:24:37,614] 402 PyPDF2._reader - WARNING - Object 553 0 found
[2025-03-29 15:24:37,666] 402 PyPDF2._reader - WARNING - Object 556 0 found
[2025-03-29 15:24:37,714] 402 PyPDF2._reader - WARNING - Object 559 0 found
[2025-03-29 15:24:37,769] 402 PyPDF2._reader - WARNING - Object 562 0 found
[2025-03-29 15:24:37,822] 402 PyPDF2._reader - WARNING - Object 565 0 found
[2025-03-29 15:24:37,874] 402 PyPDF2._reader - WARNING - Object 568 0 found
[2025-03-29 15:24:37,929] 402 PyPDF2._reader - WARNING - Object 571 0 found
[2025-03-29 15:24:37,984] 402 PyPDF2._reader - WARNING - Object 574 0 found
[2025-03-29 15:24:38,039] 402 PyPDF2._reader - WARNING - Object 577 0 found
[2025-03-29 15:24:38,095] 402 PyPDF2._reader - WARNING - Object 580 0 found
[2025-03-29 15:24:38,149] 402 PyPDF2._reader - WARNING - Object 583 0 found
[2025-03-29 15:24:38,204] 402 PyPDF2._reader - WARNING - Object 586 0 found
[2025-03-29 15:24:38,259] 402 PyPDF2._reader - WARNING - Object 589 0 found
[2025-03-29 15:24:38,314] 402 PyPDF2._reader - WARNING - Object 592 0 found
[2025-03-29 15:24:38,366] 402 PyPDF2._reader - WARNING - Object 595 0 found
[2025-03-29 15:24:38,420] 402 PyPDF2._reader - WARNING - Object 598 0 found
[2025-03-29 15:24:38,461] 402 PyPDF2._reader - WARNING - Object 601 0 found
[2025-03-29 15:24:38,503] 402 PyPDF2._reader - WARNING - Object 605 0 found
[2025-03-29 15:24:38,549] 402 PyPDF2._reader - WARNING - Object 611 0 found
[2025-03-29 15:24:38,591] 402 PyPDF2._reader - WARNING - Object 614 0 found
[2025-03-29 15:24:38,636] 402 PyPDF2._reader - WARNING - Object 618 0 found
[2025-03-29 15:24:38,681] 402 PyPDF2._reader - WARNING - Object 621 0 found
[2025-03-29 15:24:38,723] 402 PyPDF2._reader - WARNING - Object 624 0 found
[2025-03-29 15:24:38,765] 402 PyPDF2._reader - WARNING - Object 628 0 found
[2025-03-29 15:24:38,811] 402 PyPDF2._reader - WARNING - Object 631 0 found
[2025-03-29 15:24:38,855] 402 PyPDF2._reader - WARNING - Object 634 0 found
[2025-03-29 15:24:38,901] 402 PyPDF2._reader - WARNING - Object 638 0 found
[2025-03-29 15:24:38,945] 402 PyPDF2._reader - WARNING - Object 644 0 found
[2025-03-29 15:24:38,991] 402 PyPDF2._reader - WARNING - Object 647 0 found
[2025-03-29 15:24:39,036] 402 PyPDF2._reader - WARNING - Object 650 0 found
[2025-03-29 15:24:39,082] 402 PyPDF2._reader - WARNING - Object 653 0 found
[2025-03-29 15:24:39,127] 402 PyPDF2._reader - WARNING - Object 656 0 found
[2025-03-29 15:24:39,173] 402 PyPDF2._reader - WARNING - Object 660 0 found
[2025-03-29 15:24:39,219] 402 PyPDF2._reader - WARNING - Object 663 0 found
[2025-03-29 15:24:39,265] 402 PyPDF2._reader - WARNING - Object 666 0 found
[2025-03-29 15:24:39,312] 402 PyPDF2._reader - WARNING - Object 669 0 found
[2025-03-29 15:24:39,354] 402 PyPDF2._reader - WARNING - Object 675 0 found
[2025-03-29 15:24:39,403] 402 PyPDF2._reader - WARNING - Object 678 0 found
[2025-03-29 15:24:39,451] 402 PyPDF2._reader - WARNING - Object 681 0 found
[2025-03-29 15:24:39,499] 402 PyPDF2._reader - WARNING - Object 684 0 found
[2025-03-29 15:24:39,545] 402 PyPDF2._reader - WARNING - Object 688 0 found
[2025-03-29 15:24:39,592] 402 PyPDF2._reader - WARNING - Object 692 0 found
[2025-03-29 15:24:39,639] 402 PyPDF2._reader - WARNING - Object 695 0 found
[2025-03-29 15:24:39,685] 402 PyPDF2._reader - WARNING - Object 698 0 found
[2025-03-29 15:24:39,731] 402 PyPDF2._reader - WARNING - Object 702 0 found
[2025-03-29 15:24:39,781] 402 PyPDF2._reader - WARNING - Object 706 0 found
[2025-03-29 15:24:39,824] 402 PyPDF2._reader - WARNING - Object 709 0 found
[2025-03-29 15:24:39,877] 402 PyPDF2._reader - WARNING - Object 712 0 found
[2025-03-29 15:24:39,925] 402 PyPDF2._reader - WARNING - Object 715 0 found
[2025-03-29 15:24:39,973] 402 PyPDF2._reader - WARNING - Object 718 0 found
[2025-03-29 15:24:40,023] 402 PyPDF2._reader - WARNING - Object 721 0 found
[2025-03-29 15:24:40,072] 402 PyPDF2._reader - WARNING - Object 724 0 found
[2025-03-29 15:24:40,120] 402 PyPDF2._reader - WARNING - Object 727 0 found
[2025-03-29 15:24:40,171] 402 PyPDF2._reader - WARNING - Object 730 0 found
[2025-03-29 15:24:40,223] 402 PyPDF2._reader - WARNING - Object 733 0 found
[2025-03-29 15:24:40,269] 402 PyPDF2._reader - WARNING - Object 736 0 found
[2025-03-29 15:24:40,319] 402 PyPDF2._reader - WARNING - Object 739 0 found
[2025-03-29 15:24:40,369] 402 PyPDF2._reader - WARNING - Object 742 0 found
[2025-03-29 15:24:40,419] 402 PyPDF2._reader - WARNING - Object 745 0 found
[2025-03-29 15:24:40,468] 402 PyPDF2._reader - WARNING - Object 748 0 found
[2025-03-29 15:24:40,515] 402 PyPDF2._reader - WARNING - Object 751 0 found
[2025-03-29 15:24:40,565] 402 PyPDF2._reader - WARNING - Object 758 0 found
[2025-03-29 15:24:40,613] 402 PyPDF2._reader - WARNING - Object 761 0 found
[2025-03-29 15:24:40,669] 402 PyPDF2._reader - WARNING - Object 764 0 found
[2025-03-29 15:24:40,718] 402 PyPDF2._reader - WARNING - Object 767 0 found
[2025-03-29 15:24:40,765] 402 PyPDF2._reader - WARNING - Object 771 0 found
[2025-03-29 15:24:40,819] 402 PyPDF2._reader - WARNING - Object 774 0 found
[2025-03-29 15:24:40,871] 402 PyPDF2._reader - WARNING - Object 778 0 found
[2025-03-29 15:24:40,921] 402 PyPDF2._reader - WARNING - Object 781 0 found
[2025-03-29 15:24:40,971] 402 PyPDF2._reader - WARNING - Object 784 0 found
[2025-03-29 15:24:41,023] 402 PyPDF2._reader - WARNING - Object 787 0 found
[2025-03-29 15:24:41,075] 402 PyPDF2._reader - WARNING - Object 791 0 found
[2025-03-29 15:24:41,123] 402 PyPDF2._reader - WARNING - Object 794 0 found
[2025-03-29 15:24:41,174] 402 PyPDF2._reader - WARNING - Object 797 0 found
[2025-03-29 15:24:41,229] 402 PyPDF2._reader - WARNING - Object 800 0 found
[2025-03-29 15:24:41,281] 402 PyPDF2._reader - WARNING - Object 810 0 found
[2025-03-29 15:24:41,334] 402 PyPDF2._reader - WARNING - Object 813 0 found
[2025-03-29 15:24:41,384] 402 PyPDF2._reader - WARNING - Object 816 0 found
[2025-03-29 15:24:41,439] 402 PyPDF2._reader - WARNING - Object 819 0 found
[2025-03-29 15:24:41,493] 402 PyPDF2._reader - WARNING - Object 822 0 found
[2025-03-29 15:24:41,545] 402 PyPDF2._reader - WARNING - Object 825 0 found
[2025-03-29 15:24:41,598] 402 PyPDF2._reader - WARNING - Object 831 0 found
[2025-03-29 15:24:41,656] 402 PyPDF2._reader - WARNING - Object 834 0 found
[2025-03-29 15:24:41,709] 402 PyPDF2._reader - WARNING - Object 837 0 found
[2025-03-29 15:24:41,763] 402 PyPDF2._reader - WARNING - Object 840 0 found
[2025-03-29 15:24:41,814] 402 PyPDF2._reader - WARNING - Object 843 0 found
[2025-03-29 15:24:41,871] 402 PyPDF2._reader - WARNING - Object 847 0 found
[2025-03-29 15:24:41,923] 402 PyPDF2._reader - WARNING - Object 850 0 found
[2025-03-29 15:24:41,979] 402 PyPDF2._reader - WARNING - Object 853 0 found
[2025-03-29 15:24:42,033] 402 PyPDF2._reader - WARNING - Object 857 0 found
[2025-03-29 15:24:42,088] 402 PyPDF2._reader - WARNING - Object 860 0 found
[2025-03-29 15:24:42,143] 402 PyPDF2._reader - WARNING - Object 863 0 found
[2025-03-29 15:24:42,198] 402 PyPDF2._reader - WARNING - Object 866 0 found
[2025-03-29 15:24:42,254] 402 PyPDF2._reader - WARNING - Object 870 0 found
[2025-03-29 15:24:42,312] 402 PyPDF2._reader - WARNING - Object 873 0 found
[2025-03-29 15:24:42,365] 402 PyPDF2._reader - WARNING - Object 876 0 found
[2025-03-29 15:24:42,424] 402 PyPDF2._reader - WARNING - Object 879 0 found
[2025-03-29 15:24:42,480] 402 PyPDF2._reader - WARNING - Object 883 0 found
[2025-03-29 15:24:42,534] 402 PyPDF2._reader - WARNING - Object 886 0 found
[2025-03-29 15:24:42,593] 402 PyPDF2._reader - WARNING - Object 892 0 found
[2025-03-29 15:24:42,654] 402 PyPDF2._reader - WARNING - Object 895 0 found
[2025-03-29 15:24:42,709] 402 PyPDF2._reader - WARNING - Object 898 0 found
[2025-03-29 15:24:42,766] 402 PyPDF2._reader - WARNING - Object 904 0 found
[2025-03-29 15:24:42,821] 402 PyPDF2._reader - WARNING - Object 907 0 found
[2025-03-29 15:24:42,879] 402 PyPDF2._reader - WARNING - Object 910 0 found
[2025-03-29 15:24:42,934] 402 PyPDF2._reader - WARNING - Object 913 0 found
[2025-03-29 15:24:42,993] 402 PyPDF2._reader - WARNING - Object 916 0 found
[2025-03-29 15:24:43,051] 402 PyPDF2._reader - WARNING - Object 919 0 found
[2025-03-29 15:24:43,109] 402 PyPDF2._reader - WARNING - Object 923 0 found
[2025-03-29 15:24:43,169] 402 PyPDF2._reader - WARNING - Object 929 0 found
[2025-03-29 15:24:43,223] 402 PyPDF2._reader - WARNING - Object 933 0 found
[2025-03-29 15:24:43,283] 402 PyPDF2._reader - WARNING - Object 937 0 found
[2025-03-29 15:24:43,343] 402 PyPDF2._reader - WARNING - Object 940 0 found
[2025-03-29 15:24:43,403] 402 PyPDF2._reader - WARNING - Object 943 0 found
[2025-03-29 15:24:43,461] 402 PyPDF2._reader - WARNING - Object 947 0 found
[2025-03-29 15:24:43,521] 402 PyPDF2._reader - WARNING - Object 950 0 found
[2025-03-29 15:24:43,581] 402 PyPDF2._reader - WARNING - Object 953 0 found
[2025-03-29 15:24:43,642] 402 PyPDF2._reader - WARNING - Object 957 0 found
[2025-03-29 15:24:43,701] 402 PyPDF2._reader - WARNING - Object 960 0 found
[2025-03-29 15:24:43,759] 402 PyPDF2._reader - WARNING - Object 963 0 found
[2025-03-29 15:24:43,819] 402 PyPDF2._reader - WARNING - Object 966 0 found
[2025-03-29 15:24:43,879] 402 PyPDF2._reader - WARNING - Object 970 0 found
[2025-03-29 15:24:43,939] 402 PyPDF2._reader - WARNING - Object 973 0 found
[2025-03-29 15:24:43,999] 402 PyPDF2._reader - WARNING - Object 976 0 found
[2025-03-29 15:24:44,053] 402 PyPDF2._reader - WARNING - Object 979 0 found
[2025-03-29 15:24:44,115] 402 PyPDF2._reader - WARNING - Object 982 0 found
[2025-03-29 15:24:44,177] 402 PyPDF2._reader - WARNING - Object 985 0 found
[2025-03-29 15:24:44,238] 402 PyPDF2._reader - WARNING - Object 988 0 found
[2025-03-29 15:24:44,301] 402 PyPDF2._reader - WARNING - Object 992 0 found
[2025-03-29 15:24:44,363] 402 PyPDF2._reader - WARNING - Object 995 0 found
[2025-03-29 15:24:44,425] 402 PyPDF2._reader - WARNING - Object 998 0 found
[2025-03-29 15:24:44,489] 402 PyPDF2._reader - WARNING - Object 1002 0 found
[2025-03-29 15:24:44,551] 402 PyPDF2._reader - WARNING - Object 1006 0 found
[2025-03-29 15:24:44,611] 402 PyPDF2._reader - WARNING - Object 1012 0 found
[2025-03-29 15:24:44,673] 402 PyPDF2._reader - WARNING - Object 1015 0 found
[2025-03-29 15:24:44,734] 402 PyPDF2._reader - WARNING - Object 1018 0 found
[2025-03-29 15:24:44,799] 402 PyPDF2._reader - WARNING - Object 1021 0 found
[2025-03-29 15:24:44,859] 402 PyPDF2._reader - WARNING - Object 1024 0 found
[2025-03-29 15:24:44,923] 402 PyPDF2._reader - WARNING - Object 1027 0 found
[2025-03-29 15:24:44,986] 402 PyPDF2._reader - WARNING - Object 1030 0 found
[2025-03-29 15:24:45,049] 402 PyPDF2._reader - WARNING - Object 1041 0 found
[2025-03-29 15:24:45,114] 402 PyPDF2._reader - WARNING - Object 1044 0 found
[2025-03-29 15:24:45,176] 402 PyPDF2._reader - WARNING - Object 1047 0 found
[2025-03-29 15:24:45,241] 402 PyPDF2._reader - WARNING - Object 1050 0 found
[2025-03-29 15:24:45,305] 402 PyPDF2._reader - WARNING - Object 1053 0 found
[2025-03-29 15:24:45,369] 402 PyPDF2._reader - WARNING - Object 1056 0 found
[2025-03-29 15:24:45,434] 402 PyPDF2._reader - WARNING - Object 1059 0 found
[2025-03-29 15:24:45,501] 402 PyPDF2._reader - WARNING - Object 1062 0 found
[2025-03-29 15:24:45,563] 402 PyPDF2._reader - WARNING - Object 1065 0 found
